round,evaluated,lr,accuracy,accuracy_std,accuracy_min,accuracy_max,precision_macro,precision_macro_std,precision_macro_min,precision_macro_max,precision_micro,precision_micro_std,precision_micro_min,precision_micro_max,precision_weighted,precision_weighted_std,precision_weighted_min,precision_weighted_max,recall_macro,recall_macro_std,recall_macro_min,recall_macro_max,recall_micro,recall_micro_std,recall_micro_min,recall_micro_max,recall_weighted,recall_weighted_std,recall_weighted_min,recall_weighted_max,f1_macro,f1_macro_std,f1_macro_min,f1_macro_max,f1_micro,f1_micro_std,f1_micro_min,f1_micro_max,f1_weighted,f1_weighted_std,f1_weighted_min,f1_weighted_max,global_accuracy,global_precision_macro,global_precision_micro,global_precision_weighted,global_recall_macro,global_recall_micro,global_recall_weighted,global_f1_macro,global_f1_micro,global_f1_weighted,loss_client_mean,ce_client_mean,kd_client_mean,gnorm_client_mean,n_selected,tau,n_selected_next,select_metric,comm_down_mib,comm_up_mib,comm_saving,steps,skipped,train_sec,eval_sec,vram_train_gb,vram_eval_gb,backend,seconds
1,20,0.001,0.579013251412951,0.12613428872584487,0.3588357884327263,0.792209764153043,0.619004133654069,0.09054331109048035,0.4554900846093064,0.780183648984371,0.579013251412951,0.12613428872584487,0.3588357884327263,0.792209764153043,0.6556507274460008,0.11912461405491839,0.41410981523593826,0.7838465486312076,0.5705391376102474,0.08342239232282736,0.3647203930022397,0.7105226831900776,0.579013251412951,0.12613428872584487,0.3588357884327263,0.792209764153043,0.579013251412951,0.12613428872584484,0.3588357884327263,0.7922097641530429,0.5152580981361498,0.10999659803835408,0.29029936468570744,0.7231940744989199,0.579013251412951,0.12613428872584487,0.3588357884327263,0.792209764153043,0.5530687941826207,0.140774495314894,0.28298578727258206,0.7734046139262792,0.37614273608786564,0.3818344780905021,0.37614273608786564,0.5314695514448811,0.20920830608990612,0.37614273608786564,0.3761427360878656,0.20390697673092598,0.37614273608786564,0.34961038574017334,1.2866132303007904,0.8015700224356699,0.4850438054292014,0.501311606033175,20,0.579013251412951,9,accuracy,30.389328002929688,30.389328002929688,0.0,84083,4,388.54285246899997,250.25242988100013,7.077168941497803,7.093756198883057,compiled,639.3868149730001
2,20,0.0009989829694114164,0.5822808082597126,0.11702142467043379,0.36524363176603514,0.770368345289245,0.6363360023487602,0.08096304615097305,0.47795978320018784,0.7761003332225644,0.5822808082597126,0.11702142467043379,0.36524363176603514,0.770368345289245,0.6637808018016159,0.11789362754810194,0.4226582775446319,0.7754764001913348,0.5854317284231275,0.08101902853535775,0.3889474268362559,0.7096978326542398,0.5822808082597126,0.11702142467043379,0.36524363176603514,0.770368345289245,0.5822808082597125,0.11702142467043379,0.36524363176603514,0.7703683452892449,0.5308619686946057,0.10226760130788806,0.3145369576590279,0.7170318113270648,0.5822808082597126,0.11702142467043379,0.36524363176603514,0.770368345289245,0.5583133988741558,0.13198800557894932,0.30039156863270267,0.754559273962143,0.5584179409577411,0.6813278151453186,0.5584179409577411,0.7286254370258649,0.5703823779141,0.5584179409577411,0.558417940957741,0.5490926152577819,0.5584179409577411,0.5669105765778732,0.5374829285804446,0.38133954163683986,0.1561433196344058,0.506979995272342,9,0.5822808082597126,8,accuracy,13.67519760131836,13.67519760131836,0.55,84083,10,359.38002713900005,246.84706502099993,7.0628662109375,7.074889659881592,compiled,606.9483086079999
3,20,0.0009959360568425068,0.582636846534861,0.11184539997479358,0.3792487610514784,0.7767893840016065,0.6443611897722474,0.08305505563663583,0.5174198961752783,0.7604006672431336,0.582636846534861,0.11184539997479358,0.3792487610514784,0.7767893840016065,0.6684478531557928,0.11620242620264574,0.4478759766425968,0.7966231996680853,0.5938147616519454,0.07874914407967566,0.39667004653518084,0.7203011664481741,0.582636846534861,0.11184539997479358,0.3792487610514784,0.7767893840016065,0.582636846534861,0.11184539997479358,0.3792487610514784,0.7767893840016065,0.5352200843906634,0.09894155276301449,0.33198368171620934,0.724406105253293,0.582636846534861,0.11184539997479358,0.3792487610514784,0.7767893840016065,0.5581467594621021,0.12738979230262282,0.32037126997176724,0.7625779592762634,0.5491690953443265,0.6721912765013719,0.5491690953443265,0.7148794620229424,0.6712976985600607,0.5491690953443265,0.5491690953443265,0.6107464428852886,0.5491690953443265,0.5098923961898247,0.2930408383575641,0.2113299157384491,0.08171091863920557,0.4631228628983908,8,0.582636846534861,8,accuracy,12.155731201171875,12.155731201171875,0.6,84083,13,346.6612401870002,246.24935629399988,7.015446662902832,7.074650764465332,compiled,593.4914925470002
4,20,0.0009908717827105773,0.5812441300309821,0.10761316946704906,0.3736024397698317,0.7561044193090026,0.6615119500403367,0.07262879051739456,0.5122188263796588,0.7501562172267666,0.5812441300309821,0.10761316946704906,0.3736024397698317,0.7561044193090026,0.6825659603471551,0.10273506259227601,0.4668893337185242,0.7883218678267525,0.6010955774061066,0.0736923829322153,0.4383496452278314,0.7154472139014036,0.5812441300309821,0.10761316946704906,0.3736024397698317,0.7561044193090026,0.5812441300309822,0.10761316946704906,0.3736024397698317,0.7561044193090025,0.5441349140075038,0.09246348237872326,0.3856211511745776,0.7089991860530015,0.5812441300309821,0.10761316946704906,0.3736024397698317,0.7561044193090026,0.5586703015689581,0.12459012879844003,0.3080496401330144,0.7457914412160968,0.553465213403197,0.7080432264485684,0.553465213403197,0.731795403794604,0.7025667757797927,0.553465213403197,0.553465213403197,0.6356685568021805,0.553465213403197,0.5092078354853368,0.1841207990449494,0.13188317666871444,0.05223756911081875,0.4397038873025509,8,0.5812441300309821,8,accuracy,12.155731201171875,12.155731201171875,0.6,84083,17,346.5519740079999,246.16108937599984,7.015045166015625,7.074889659881592,compiled,593.2727227139999
5,20,0.0009838109572043196,0.5854606297745553,0.10144411064290766,0.39922702956313166,0.753461068939072,0.668369980735495,0.05581712215804418,0.5676700295176498,0.746945501695125,0.5854606297745553,0.10144411064290766,0.39922702956313166,0.753461068939072,0.6965601789660745,0.08784098526847826,0.4654989776393126,0.7870857241647833,0.6153609933071865,0.06444827635304465,0.47517852906719205,0.7183064392801324,0.5854606297745553,0.10144411064290766,0.39922702956313166,0.753461068939072,0.5854606297745552,0.10144411064290769,0.39922702956313166,0.7534610689390719,0.5593327991141835,0.0778810164196857,0.4235109034384208,0.7101928347711062,0.5854606297745553,0.10144411064290766,0.39922702956313166,0.753461068939072,0.564108975270016,0.11694261084360125,0.3424147535858989,0.7461381395668258,0.5310319539113287,0.7026250666657635,0.5310319539113287,0.7254236369692268,0.709357466598163,0.5310319539113287,0.5310319539113287,0.6253278213571271,0.5310319539113287,0.49159631835201617,0.12893878724842406,0.09119375732088189,0.037745036736226686,0.4226533801889545,8,0.5854606297745553,8,accuracy,12.155731201171875,12.155731201171875,0.6,84083,18,346.5557790040002,246.0666989719998,7.015446662902832,7.074650764465332,compiled,593.1581495530004
6,20,0.000974782594770281,0.5842710477679227,0.10055916687594774,0.3912434535354927,0.7504139585551729,0.6674007238475094,0.052646657842571234,0.5667688221050271,0.7416927422880434,0.5842710477679227,0.10055916687594774,0.3912434535354927,0.7504139585551729,0.6961113170826775,0.08822471443369068,0.46640821719943804,0.7810232164348794,0.6183897441541351,0.06336597278362681,0.47675222515748394,0.7173586237815811,0.5842710477679227,0.10055916687594774,0.3912434535354927,0.7504139585551729,0.5842710477679227,0.10055916687594771,0.3912434535354927,0.7504139585551728,0.561320298910158,0.07632452356176098,0.4215834263438777,0.705659091027319,0.5842710477679227,0.10055916687594774,0.3912434535354927,0.7504139585551729,0.5628111729129438,0.11729659593402833,0.3290535013810743,0.7435781241743846,0.5451290791493217,0.7039762634613412,0.5451290791493217,0.7263601258832308,0.7159091663291972,0.5451290791493217,0.5451290791493217,0.6374800379200822,0.5451290791493217,0.5045815445748261,0.09635742872069052,0.06779615773867972,0.028561285374913637,0.4180998593345059,8,0.5842710477679227,7,accuracy,12.155731201171875,12.155731201171875,0.6,84083,22,346.58727796799985,246.09139859299967,7.015045166015625,7.074889659881592,compiled,593.3456142359996
7,20,0.0009638237948862808,0.5819607273924825,0.09993423108536606,0.39073440926471725,0.7502560786325647,0.6673932987917959,0.05116196889892572,0.5933157573910213,0.7371185595156893,0.5819607273924825,0.09993423108536606,0.39073440926471725,0.7502560786325647,0.7008043862011843,0.08300744656509235,0.4655594037509781,0.7851528478000804,0.6232525289992421,0.06128679075951349,0.4879258129703904,0.7223754955119562,0.5819607273924825,0.09993423108536606,0.39073440926471725,0.7502560786325647,0.5819607273924825,0.09993423108536605,0.39073440926471725,0.7502560786325647,0.5660168054903485,0.07501493737108689,0.4179466564388104,0.7099701634046167,0.5819607273924825,0.09993423108536606,0.39073440926471725,0.7502560786325647,0.5612717603798482,0.11584747533461176,0.33248793242328917,0.7431504388727724,0.5295537926818242,0.6849959546403618,0.5295537926818242,0.7112478245903258,0.7186303723181571,0.5295537926818242,0.5295537926818241,0.6285825536092233,0.5295537926818242,0.4801535969593339,0.0760607880579406,0.05305980513756357,0.023000968408030627,0.39476456185245856,7,0.5819607273924825,8,accuracy,10.63626480102539,10.63626480102539,0.65,84083,24,346.84144792000006,245.56861329099956,7.015446662902832,7.074650764465332,compiled,592.9997205059999
8,20,0.0009509795896116975,0.5815197694191144,0.09561069123999849,0.387210127955219,0.7478656706695438,0.6698781305642874,0.04680176793569959,0.5820247414287465,0.7362992294930982,0.5815197694191144,0.09561069123999849,0.387210127955219,0.7478656706695438,0.7100800651113452,0.06565143603068248,0.46274990916347447,0.777973913357473,0.6279793606866678,0.0590091076629042,0.5038345569385352,0.7173988196595852,0.5815197694191144,0.09561069123999849,0.387210127955219,0.7478656706695438,0.5815197694191144,0.09561069123999848,0.38721012795521903,0.7478656706695437,0.568129527043475,0.07277675133961342,0.4265723881292103,0.6953099230177165,0.5815197694191144,0.09561069123999849,0.387210127955219,0.7478656706695438,0.5604648972271242,0.11462791787217483,0.3133794917217416,0.7423941744358111,0.5291926853367651,0.6756045624152284,0.5291926853367651,0.7144263289956629,0.7212764523620666,0.5291926853367651,0.529192685336765,0.6261301076848383,0.5291926853367651,0.48993310797759104,0.0665216715440041,0.045763244754725055,0.020758425032504087,0.39195661943520943,8,0.5815197694191144,8,accuracy,12.155731201171875,12.155731201171875,0.6,84083,29,346.61682076000034,245.55436367699986,7.015045166015625,7.074889659881592,compiled,592.790047728
9,20,0.0009363027585410778,0.5808753006014212,0.0906978736865005,0.39819593149293725,0.7381897408158071,0.6660467911851284,0.04383989247945879,0.589471504718948,0.738918127908105,0.5808753006014212,0.0906978736865005,0.39819593149293725,0.7381897408158071,0.7098767245437181,0.06125570240982075,0.46798035542019256,0.7717385137228833,0.6276567019208946,0.05702664772247771,0.5273644239529522,0.709810051428365,0.5808753006014212,0.0906978736865005,0.39819593149293725,0.7381897408158071,0.5808753006014212,0.09069787368650051,0.3981959314929373,0.7381897408158071,0.5653748765376505,0.06648515690976199,0.4415517374150749,0.6833683891586166,0.5808753006014212,0.0906978736865005,0.39819593149293725,0.7381897408158071,0.559634400231761,0.10985292111292738,0.33095843662789315,0.7351861759976182,0.5390239861325858,0.6806105367119322,0.5390239861325858,0.7162228153031106,0.7260919436572681,0.5390239861325858,0.5390239861325858,0.6362851799955485,0.5390239861325858,0.5093520532707791,0.058651721560898776,0.04009808691643552,0.018553657135433818,0.37858908480384534,8,0.5808753006014212,7,accuracy,12.155731201171875,12.155731201171875,0.6,84083,24,346.5414416179992,245.50613630499993,7.015446662902832,7.074650764465332,compiled,592.6836136659995
10,20,0.0009198536119214611,0.578397677687627,0.0915680624978156,0.39597204549655185,0.7383940833407131,0.6661925086337435,0.04485058438128806,0.5585088949313641,0.7312965655485524,0.578397677687627,0.0915680624978156,0.39597204549655185,0.7383940833407131,0.7187626800705502,0.026486467013126326,0.6733647200272969,0.767877171918121,0.6294142938901978,0.05557588821485778,0.5350351634269634,0.7114719195023442,0.578397677687627,0.0915680624978156,0.39597204549655185,0.7383940833407131,0.578397677687627,0.09156806249781563,0.3959720454965519,0.7383940833407132,0.5670530530957991,0.06606881740716032,0.4416909978757233,0.6826816059597174,0.578397677687627,0.0915680624978156,0.39597204549655185,0.7383940833407131,0.5579940347694812,0.10943553103570053,0.3364865878986572,0.7349643247626692,0.5264448870368689,0.6732692692128739,0.5264448870368689,0.7093061998451848,0.724052187364777,0.5264448870368689,0.526444887036869,0.6270660082159834,0.5264448870368689,0.48556477747218946,0.0525856963329973,0.03576399356137412,0.016821697528625293,0.36168156627260795,7,0.578397677687627,7,accuracy,10.63626480102539,10.63626480102539,0.65,84083,23,346.593388493,245.79855322599997,7.015045166015625,7.074889659881592,compiled,593.0815268599999
