round,cid,accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted
38,0,0.6244504984182736,0.6415702533963035,0.6244504984182736,0.6851397877365789,0.5893386121205287,0.6244504984182736,0.6244504984182736,0.5783093928320597,0.6244504984182736,0.6280775581511107
38,1,0.527747977180915,0.5310659439473668,0.527747977180915,0.6451123265355723,0.6013438392058583,0.527747977180915,0.527747977180915,0.497519572749423,0.527747977180915,0.5171956007819357
38,2,0.38952405847485766,0.5161483697097327,0.38952405847485766,0.6050236507597713,0.5176474607697776,0.38952405847485766,0.3895240584748576,0.4007035277631247,0.38952405847485766,0.34442259798259955
38,3,0.5114709195683104,0.5720993722356233,0.5114709195683104,0.6298376173466128,0.5793510752309354,0.5114709195683104,0.5114709195683104,0.5186187538104332,0.5114709195683104,0.5070697114775271
38,4,0.5287172799900532,0.6165442495113109,0.5287172799900532,0.7034535733110928,0.5998770238759545,0.5287172799900532,0.5287172799900532,0.5241256096484911,0.5287172799900532,0.5387537869909835
38,5,0.47931052843497324,0.5697663155702462,0.47931052843497324,0.6322065288971852,0.6574782984723706,0.47931052843497324,0.4793105284349733,0.5569237253234525,0.47931052843497324,0.44192685171256213
38,6,0.4940170571647052,0.5485067637131147,0.4940170571647052,0.6456607286251688,0.6444254225464201,0.4940170571647052,0.4940170571647051,0.5293917376155373,0.4940170571647052,0.4853001022737222
38,7,0.4838459288956778,0.60231199109331,0.4838459288956778,0.6705225689575408,0.6331658657466659,0.4838459288956778,0.4838459288956778,0.5534526556122163,0.4838459288956778,0.4644472845848073
38,8,0.5144697088458197,0.5861991808361132,0.5144697088458197,0.6515766032677717,0.5684708684383323,0.5144697088458197,0.5144697088458197,0.5112649483170381,0.5144697088458197,0.5214965497793338
38,9,0.5292831944860413,0.6250289812288725,0.5292831944860413,0.6519936062915895,0.48701087069283994,0.5292831944860413,0.5292831944860414,0.4591598830333526,0.5292831944860413,0.5302960566942597
38,10,0.5911069835800234,0.6852480823893584,0.5911069835800234,0.7008584998533407,0.5746761341589139,0.5911069835800234,0.5911069835800233,0.5575844185132401,0.5911069835800234,0.5992861404597477
38,11,0.5189678462994813,0.5234332466240534,0.5189678462994813,0.6478300096542384,0.6452295466470075,0.5189678462994813,0.5189678462994813,0.524123454943308,0.5189678462994813,0.5081214047676377
38,12,0.5029678916469812,0.5573544864472448,0.5029678916469812,0.6457536167392607,0.6239678445074948,0.5029678916469812,0.5029678916469812,0.5474967864078877,0.5029678916469812,0.507685531562349
