round,cid,n_k,rank,seed,lr,steps,applied,skipped,nonfinite,sec,vram_gb,loss,gnorm
2,16,870217,1,42020156,0.0009989829694114164,1700,1699,1,0,13.656194114000073,6.744698524475098,0.30014925412811766,1.7280300739865362
2,17,5890990,0,42020157,0.0009989829694114164,11506,11501,5,0,78.97875919399996,6.940850734710693,0.1198258363063538,0.6050670356110338
2,18,1063458,1,42020158,0.0009989829694114164,2078,2077,1,0,14.332669364999902,6.731289863586426,0.22305180306726197,1.1464371219758065
2,19,1173148,0,42020159,0.0009989829694114164,2292,2292,0,0,25.185285282999985,6.736230373382568,0.21370260295235466,1.0675418447657614
3,0,3352748,1,42030147,0.0009959360568425068,6549,6546,3,0,40.95300870599999,6.83604621887207,0.1803491897186736,0.9454264770470516
3,1,1783872,1,42030148,0.0009959360568425068,3485,3484,1,0,24.0465141279999,6.763737678527832,0.14563463038062394,0.8415029812625574
3,2,2652819,1,42030149,0.0009959360568425068,5182,5180,2,0,35.58328054599997,6.8028788566589355,0.10522239419944499,0.6727741256183639
3,3,1455566,0,42030150,0.0009959360568425068,2843,2841,2,0,20.487238522000098,6.748951435089111,0.24074040177589318,1.6715939933672121
3,4,1864534,1,42030151,0.0009959360568425068,3642,3639,3,0,25.160588985000004,6.7673726081848145,0.2841375549601539,1.8560610207989832
3,5,1932238,0,42030152,0.0009959360568425068,3774,3773,1,0,26.943615258000136,6.770422458648682,0.21274550271356513,1.2195443467565599
3,6,3372587,1,42030153,0.0009959360568425068,6588,6583,5,0,38.70898149300001,6.836348533630371,0.16128952163123766,1.3426212343821207
3,7,1472203,1,42030154,0.0009959360568425068,2876,2874,2,0,20.631582132999938,6.749701023101807,0.3359081504572243,1.745922834572895
3,8,2845626,1,42030155,0.0009959360568425068,5558,5554,4,0,36.84341452300009,6.811844348907471,0.17531543109414385,1.3302062175065268
3,9,1240841,1,42030156,0.0009959360568425068,2424,2422,2,0,21.097134722999954,6.743507385253906,0.19122991081508697,1.6580347869142238
3,10,2671366,0,42030157,0.0009959360568425068,5218,5215,3,0,36.00754820700013,6.803714275360107,0.23292157912871525,1.3331686691035474
3,11,1851046,0,42030158,0.0009959360568425068,3616,3615,1,0,24.536063012000113,6.7667646408081055,0.152436003414592,0.932536077433437
3,12,1495960,1,42030159,0.0009959360568425068,2922,2921,1,0,19.849242013000094,6.7507710456848145,0.23081030448957976,1.2982204062446507
3,13,1779645,0,42030160,0.0009959360568425068,3476,3474,2,0,24.236669228999972,6.763546943664551,0.16885142307138745,1.132541092085852
3,14,3063594,0,42030161,0.0009959360568425068,5984,5981,3,0,39.606580242000064,6.821379661560059,0.07034752811801172,0.5861572306444366
3,15,1212957,0,42030162,0.0009959360568425068,2370,2366,4,0,17.864535638999996,6.738023281097412,0.26614751356290944,2.234429070028529
3,16,870217,0,42030163,0.0009959360568425068,1700,1698,2,0,11.045690163000017,6.722666263580322,0.214039796934813,1.7520822405955536
3,17,5890990,0,42030164,0.0009959360568425068,11506,11501,5,0,70.16429675199993,6.948785305023193,0.10354341215573645,0.61947339158008
3,18,1063458,1,42030165,0.0009959360568425068,2078,2077,1,0,14.899893394999935,6.731289863586426,0.17416089443157198,1.0029276892377827
3,19,1173148,0,42030166,0.0009959360568425068,2292,2291,1,0,16.671312173999922,6.736230373382568,0.16463355568494925,1.0746414937186273
4,0,3352748,1,42040154,0.0009908717827105773,6549,6546,3,0,46.26991828600012,6.83604621887207,0.159924640882791,0.9605047900196685
4,1,1783872,1,42040155,0.0009908717827105773,3485,3484,1,0,24.539807265000036,6.763737678527832,0.1235926613878848,0.8401653232859142
